aardvark,ˈɑɹdˌvɑɹk
drunkenness,ˈdɹəŋkənnəs
drupe,ˈdɹup
dry,ˈdɹaɪ
dryer,ˈdɹaɪɝ
dryness,ˈdɹaɪnəs
dualism,ˈduəˌɫɪzəm
dualist,ˈduəɫɪst
duality,duˈæɫəti
dubbing,ˈdəbɪŋ
duce,ˈdus
duchess,ˈdətʃəs
duchy,ˈdətʃi
duck,ˈdək
ducking,ˈdəkɪŋ
duckling,ˈdəkɫɪŋ
duct,ˈdəkt
ductility,dəkˈtɪɫəti
dudgeon,ˈdədʒən
due,ˈdju
duel,ˈduəɫ
duet,djuˈɛt
duff,ˈdəf
duffel,ˈdəfəɫ
duffer,ˈdəfɝ
dug,ˈdəɡ
dugout,ˈdəˌɡaʊt
duke,ˈduk
dukedom,ˈdukdəm
dulciana,duɫˈtʃænə
dulcimer,ˈdəɫsɪmɝ
dullness,ˈdəɫnəs
dumbbell,ˈdəmˌbɛɫ
dummy,ˈdəmi
dump,ˈdəmp
dumping,ˈdəmpɪŋ
dumpling,ˈdəmpɫɪŋ
dumps,ˈdəmps
dun,ˈdən
dune,ˈdun
dungeon,ˈdəndʒən
dunk,ˈdəŋk
dunker,ˈdəŋkɝ
duodenum,duˈɑdənəm
duplicate,ˈdupɫəˌkeɪt
duplication,ˌdjupɫəˈkeɪʃən
duplicity,duˈpɫɪsɪti
durables,ˈdʊɹəbəɫz
duration,ˈdʊˈɹeɪʃən
duress,ˈdʊɹɛs
dust,ˈdəst
duster,ˈdəstɝ
duty,ˈdjuti
dwarf,ˈdwɔɹf
dwarfism,ˈdwɔɹfɪzəm
dwelling,ˈdwɛɫɪŋ
dwindling,ˈdwɪndəɫɪŋ
dye,ˈdaɪ
dyeing,ˈdaɪɪŋ
dyer,ˈdaɪɝ
dynamics,daɪˈnæmɪks
dynamism,ˈdaɪnəˌmɪzəm
dynamite,ˈdaɪnəˌmaɪt
dynamo,ˈdaɪnəˌmoʊ
dynamometer,ˌdaɪnəˈmɑmətɝ
dynasty,ˈdaɪnəsti
dysentery,ˈdɪsənˌtɛɹi
dyslexia,dɪˈsɫɛksiə
dyspeptic,ˌdɪsˈpɛptɪk
dysplasia,ˌdɪsˈpɫeɪʒə
dyspnea,ˌdɪspˈniə
dystrophy,ˈdɪstɹəfi
e,ˈi
eagerness,ˈiɡɝnəs
eagle,ˈiɡəɫ
ear,ˈiɹ
earful,ˈiɹˌfəɫ
earl,ˈɝɫ
earldom,ˈɝɫdəm
earmark,ˈiɹˌmɑɹk
earmuff,ˈiɹˌməf
earner,ˈɝnɝ
earnest,ˈɝnɪst
earnestness,ˈɝnəstnəs
earphone,ˈiɹˌfoʊn
earring,ˈiɹɪŋ
earshot,ˈiɹˌʃɑt
earth,ˈɝθ
earthenware,ˈɝθənˌwɛɹ
earthquake,ˈɝθˌkweɪk
earthstar,ˈɝθˌstɑɹ
earthwork,ˈɝθˌwɝk
earthworm,ˈɝθˌwɝm
ease,ˈiz
easel,ˈizəɫ
easement,ˈizmənt
easing,ˈizɪŋ
east,ˈist
easterner,ˈistɝnɝ
eater,ˈitɝ
eating,ˈitɪŋ
eaves,ˈivz
ebb,ˈɛb
ebony,ˈɛbəni
eccentric,ˌɛkˈsɛntɹɪk
eccentricity,ˌɛksənˈtɹɪsəti
echelon,ˈɛʃəˌɫɑn
echidna,ɪˈkɪdnə
echo,ˈɛkoʊ
echolocation,ˌɛkoʊɫoʊˈkeɪʃən
eclectic,ɪˈkɫɛktɪk
eclipse,əˈkɫɪps
ecliptic,ɪˈkɫɪptɪk
ecologist,iˈkɑɫədʒɪst
ecology,iˈkɑɫədʒi
econometrics,ɪˌkɑnəˈmɛtɹɪks
economics,ˌɛkəˈnɑmɪks
economist,iˈkɑnəmɪst
economy,iˈkɑnəmi
ecosystem,ˈikoʊˌsɪstəm
ecstasy,ˈɛkstəsi
eczema,ˈɛksəmə
eddy,ˈɛdi
edema,ɪˈdimə
edge,ˈɛdʒ
edger,ˈɛdʒɝ
edginess,ˈɛdʒinəs
edging,ˈɛdʒɪŋ
edict,ˈidɪkt
edification,ˌɛdəfəˈkeɪʃən
editing,ˈɛdətɪŋ
edition,əˈdɪʃən
editor,ˈɛdətɝ
editorship,ˈɛdətɝˌʃɪp
education,ˌɛdʒəˈkeɪʃən
educator,ˈɛdʒəˌkeɪtɝ
eel,ˈiɫ
eelpout,ˈiɫˌpaʊt
effect,ˈifɛkt
effectiveness,ˈifɛktɪvnəs
effector,ɪˈfɛktɝ
effects,ˈifɛkts
efficacy,ˈɛfɪˌkæsi
efficiency,ɪˈfɪʃənsi
effigy,ˈɛfɪdʒi
effluent,ˈɛfɫuənt
effort,ˈɛfɝt
egalitarian,ɪˌɡæɫəˈtɛɹiən
egg,ˈɛɡ
eggcup,ˈɛɡˌkəp
egghead,ˈɛɡˌhɛd
eggnog,ˈɛɡˌnɔɡ
eggplant,ˈɛɡˌpɫænt
ego,ˈiɡoʊ
egocentric,ˌiɡoʊˈsɛntɹɪk
egoism,ˈiɡoʊˌɪzəm
egomaniac,ˌiɡoʊˈmeɪniæk
egotism,ˈiɡəˌtɪzəm
egotist,ˈiɡətɪst
egress,ɪˈɡɹɛs
egret,ˈɛɡɹət
eigenvalue,ˈaɪɡənˌvæɫju
eight,ˈeɪt
eighteen,ˈeɪˈtin
eighteenth,ˈeɪˈtinθ
eighth,ˈeɪtθ
eighties,ˈeɪtiz
eightieth,ˈeɪtiɪθ
eighty,ˈeɪti
ejaculation,iˌdʒækjuˈɫeɪʃən
ejection,ɪˈdʒɛkʃən
elaboration,ɪˌɫæbɝˈeɪʃən
elan,ˈiɫən
eland,ˈiɫənd
elastic,ɪˈɫæstɪk
elasticity,ˌiˌɫæsˈtɪsəti
elastomer,ɪˈɫæstəmɝ
elation,ɪˈɫeɪʃən
elbow,ˈɛɫˌboʊ
elbowing,ˈɛɫˌboʊɪŋ
elder,ˈɛɫdɝ
election,ɪˈɫɛkʃən
electioneering,ɪˌɫɛkʃəˈnɪɹɪŋ
electorate,ɪˈɫɛktɝət
electric,ɪˈɫɛktɹɪk
electrician,ɪɫɛkˈtɹɪʃən
electricity,ɪˌɫɛkˈtɹɪsəti
electrification,ɪˌɫɛktɹəfɪˈkeɪʃən
electrocardiogram,ˌɪˌɫɛktɹoʊˈkɑɹdiəˌɡɹæm
electrocution,ˌɪˌɫɛktɹəkˈjuʃən
electrode,ˌɪˈɫɛktɹoʊd
electrolysis,ɪˌɫɛkˈtɹɑɫəsəs
electrolyte,ɪˌɫɛktɹɑˈɫaɪt
electrolytic,ˌɪˌɫɛktɹəˈɫɪtɪk
electromagnet,ɪˌɫɛktɹoʊˈmæɡnət
electromagnetism,ˌɪˌɫɛktɹoʊˈmæɡnəˌtɪzəm
electron,ˌɪˈɫɛktɹɑn
electronics,ˌɪˌɫɛkˈtɹɑnɪks
electrophoresis,ˌɪˌɫɛktɹoʊfɔˈɹɪsɪs
electroplate,ˌɪˈɫɛktɹəˌpɫeɪt
elegance,ˈɛɫəɡəns
elegy,ˈɛɫəˌdʒi
element,ˈɛɫəmənt
elements,ˈɛɫəmənts
elephant,ˈɛɫəfənt
elephantiasis,ˌɛɫɪfənˈtaɪəsɪs
elevation,ˌɛɫəˈveɪʃən
elevator,ˈɛɫəˌveɪtɝ
eleven,ˈiɫɛvən
eleventh,ˈiɫɛvənθ
elf,ˈɛɫf
eligibility,ˌɛɫɪdʒəˈbɪɫɪti
elimination,ɪˌɫɪməˈneɪʃən
elite,eɪˈɫit
elitism,ˈɛɫɪˌtɪzəm
elitist,eɪˈɫitɪst
elixir,ɪˈɫɪksɝ
elk,ˈɛɫk
ell,ˈɛɫ
ellipse,ɪˈɫɪps
ellipsoid,ɪˈɫɪpsɔɪd
elm,ˈɛɫm
elocution,ˌɛɫəkˈjuʃən
elongation,ˌiɫɔŋˈɡeɪʃən
eloquence,ˈɛɫəkwəns
em,ˈɛm
emanation,ˌɛməˈneɪʃən
emancipation,ɪˌmænsəˈpeɪʃən
embankment,ɛmˈbæŋkmənt
embargo,ɛmˈbɑɹɡoʊ
embarrassment,ɪmˈbɛɹəsmənt
embassy,ˈɛmbəsi
embellishment,ɛmˈbɛɫɪʃmənt
ember,ˈɛmbɝ
embezzlement,ɛmˈbɛzəɫmənt
embezzler,ɛmˈbɛzɫɝ
emblem,ˈɛmbɫəm
embodiment,ɛmˈbɑdimənt
embolism,ˈɛmboʊˌɫɪzəm
embrace,ɛmˈbɹeɪs
embroiderer,ɛmˈbɹɔɪdɝɝ
embroidery,ɛmˈbɹɔɪdɝi
embryo,ˈɛmbɹiˌoʊ
embryology,ˌɛmbɹiˈɑɫədʒi
emerald,ˈɛmɝɹəɫd
emergence,ˈimɝdʒəns
emergency,ˈimɝdʒənsi
emeritus,ɪˈmɛɹətəs
emetic,ɪˈmɛtɪk
emigrant,ˈɛməɡɹənt
emigration,ˌɛməˈɡɹeɪʃən
eminence,ˈɛmənəns
emir,eɪˈmɪɹ
emirate,ˈɛmɝˌeɪt
emissary,ˈɛməˌsɛɹi
emission,ɪˈmɪʃən
emitter,ɪˈmɪtɝ
emoticon,əˈmoʊtəˌkɑn
emotion,ˈiˌmoʊʃən
empathy,ˈɛmpəθi
emperor,ˈɛmpɝɝ
emphasis,ˈɛmfəsəs
emphasizing,ˈɛmfəˌsaɪzɪŋ
empire,ˈɛmpaɪɝ
empiricism,ɛmˈpɪɹəˌsɪzəm
empiricist,ɪmˈpɪɹəsəst
emplacement,ɪmˈpɫeɪsmənt
employable,ɛmˈpɫɔɪəbəɫ
employee,ɛmˈpɫɔɪi
employer,ɛmˈpɫɔɪɝ
employment,ɛmˈpɫɔɪmənt
empress,ˈɛmpɹɛs
emptiness,ˈɛmptinəs
empty,ˈɛmpti
emptying,ˈɛmptiɪŋ
emu,ˈimˌju
emulation,ˌɛmjəˈɫeɪʃən
emulsion,ɪˈməɫʃən
en,ˈɛn
enactment,ɛˈnækmənt
enamel,ɪˈnæməɫ
encephalitis,ɛnˌsɛfəˈɫaɪtəs
enchanter,ɛnˈtʃæntɝ
enchantment,ɛnˈtʃæntmənt
enchilada,ɛntʃɪˈɫɑdə
enclave,ˈɑnˌkɫeɪv
enclosure,ɛnˈkɫoʊʒɝ
encoding,ɛnˈkoʊdɪŋ
encomium,ɛnˈkɔˌmɪəm
encore,ˈɑnˌkɔɹ
encounter,ɪnˈkaʊnɝ
encouragement,ɛnˈkɝɪdʒmənt
encyclical,ɛnˈsɪkɫɪkəɫ
encyclopedia,ɪnˌsaɪkɫəˈpidiə
encyclopedist,ɪnˌsaɪkɫəˈpidəst
end,ˈɛnd
endearment,ɪnˈdɪɹmənt
endemic,ɛnˈdɛmɪk
endgame,ˈɛndɡeɪm
ending,ˈɛndɪŋ
endocrinology,ˌɛndoʊkɹəˈnɑɫədʒi
endometriosis,ˌɛndoʊˌmɛtɹiˈoʊsɪs
endorphin,ɛnˈdɔɹfɪn
endorsement,ɛnˈdɔɹsmənt
endorser,ɪnˈdɔɹsɝ
endoscope,ˈɛndoʊˌskoʊp
endoscopy,ˌɛnˈdɔskɑpi
endowment,ɛnˈdaʊmənt
endurance,ˈɛndɝəns
enema,ˈɛnəmə
enemy,ˈɛnəmi
energizer,ˈɛnɝˌdʒaɪzɝ
energizing,ˈɛnɝˌdʒaɪzɪŋ
energy,ˈɛnɝdʒi
enforcement,ɛnˈfɔɹsmənt
engagement,ɛnˈɡeɪdʒmənt
engine,ˈɛndʒən
engineer,ˈɛndʒəˈnɪɹ
engineering,ˈɛndʒəˈnɪɹɪŋ
engram,ˈɛnˌɡɹæm
engraver,ɪnˈɡɹeɪvɝ
engraving,ɪnˈɡɹeɪvɪŋ
enhancement,ɛnˈhænsmənt
enjoyment,ˌɛnˈdʒɔɪmənt
enlargement,ɪnˈɫɑɹdʒmənt
enlarger,ɪnˈɫɑɹɡɝ
enlightenment,ˌɛnˈɫaɪtənmənt
enlistment,ɛnˈɫɪstmənt
enormity,iˈnɔɹməti
enough,iˈnəf
enrichment,ɛnˈɹɪtʃmənt
enrollee,ɛnˈɹoʊˈɫi
ensemble,ɑnˈsɑmbəɫ
ensign,ˈɛnsən
enslavement,ɛnˈsɫeɪvmənt
entail,ɛnˈteɪɫ
enterprise,ˈɛnɝˌpɹaɪz
entertainer,ˌɛnɝˈteɪnɝ
enthusiasm,ɪnˈθuziˌæzəm
enthusiast,ɛnˈθuziˌæst
enticement,ɪnˈtaɪsmənt
entitlement,ɛnˈtaɪtəɫmənt
entity,ˈɛntəti
entomologist,ˌɛntəˈmɑɫədʒəst
entomology,ˌɛntəˈmɑɫədʒi
entrance,ˈɛntɹəns
entrant,ˈɛntɹənt
entrapment,ɪnˈtɹæpmənt
entreaty,ɛnˈtɹiti
entree,ˈɑnˌtɹeɪ
entrenchment,ɛnˈtɹɛntʃmənt
entrepreneur,ˌɑntɹəpɹəˈnɝ
entry,ˈɛntɹi
enumeration,ɪˌnumɝˈeɪʃən
envelope,ˈɛnvəˌɫoʊp
environment,ɪnˈvaɪɹənmənt
environmentalism,ɛnˈvaɪɹənˌmɛnəˌɫɪzəm
environmentalist,ɪnˌvaɪɹənˈmɛnəɫɪst
environs,ɪnˈvaɪɹənz
envoy,ˈɑnvɔɪ
envy,ˈɛnvi
eohippus,ˌioʊˈhɪpəs
eon,ˈiɑn
eosinophilia,ˌiəˈsɪnəˈfɪɫjə
epicenter,ˈɛpəˌsɛntɝ
epicure,ˈɛpɪkˌjʊɹ
epidemic,ˌɛpəˈdɛmɪk
epidemiologist,ˌɛpəˌdiˌmiˈɑɫəˌdʒɪst
epidemiology,ˌɛpəˌdɛmiˈɑɫədʒi
epidermis,ˌɛpəˈdɝməs
epigram,ˈɛpəˌɡɹæm
epilepsy,ˈɛpəˌɫɛpsi
epileptic,ˌɛpəˈɫɛptɪk
epilogue,ˈɛpəˌɫɔɡ
epinephrine,ˌɛpɪˈnɛfɹɪn
epiphany,ɪˈpɪfəni
episode,ˈɛpəˌsoʊd
episteme,ˈɛpɪˌstim
epistemology,ɛˌpɪstəˈmɑɫəˌdʒi
epistle,ɪˈpɪsəɫ
epitaph,ˈɛpəˌtæf
epithelium,ˌɛpɪˈθiɫjəm
epithet,ˈɛpəˌθɛt
epitome,ɪˈpɪtəmi
epoch,ˈɛpək
eponymy,ɛˈpɔnɪˌmi
epoxy,ɪˈpɑksi
epsilon,ˈɛpsəˌɫɑn
equality,ɪˈkwɑɫəti
equalization,ˌikwəɫɪˈzeɪʃən
equalizer,ˈikwəˌɫaɪzɝ
equation,ɪˈkweɪʒən
equator,ɪˈkweɪtɝ
equatorial,ˌikwəˈtɔɹiəɫ
equilibrium,ˌikwəˈɫɪbɹiəm
equine,ˈiˌkwaɪn
equinox,ˈikwəˌnɑks
equipment,ɪˈkwɪpmənt
equity,ˈɛkwəti
equivalence,ɪˈkwɪvəɫəns
equivalent,ɪˈkwɪvəɫənt
equivocation,ɪkwɪvəˈkeɪʃən
era,ˈɛɹə
eradication,ɪˌɹædəˈkeɪʃən
eraser,iˈɹeɪsɝ
erecting,ɪˈɹɛktɪŋ
erection,ɪˈɹɛkʃən
ergot,ˈɝɡət
ergotism,ˈɝɡəˌtɪzəm
ermine,ˈɝmən
erosion,ɪˈɹoʊʒən
erotic,ɪˈɹɑtɪk
eroticism,ɝˈɑtɪˌsɪzəm
errand,ˈɛɹənd
error,ˈɛɹɝ
ersatz,ˈɛɹˌsɑts
eruption,ˌiˈɹəpʃən
erythropoietin,ɛˌɹɪθɹəˈpɔɪtɪn
escalade,ˌɛskəˈɫɑd
escalation,ˌɛskəˈɫeɪʃən
escalator,ˈɛskəˌɫeɪtɝ
escapade,ˈɛskəˌpeɪd
escape,ɪˈskeɪp
escapee,ɪˌskeɪˈpi
escapement,ɪˈskeɪpmənt
escarpment,ɛˈskɑɹpmənt
escort,ˈɛskɔɹt
escrow,ˈɛskɹoʊ
esophagus,ɪˈsɑfəɡəs
espalier,ɛˈspæɫjɝ
espionage,ˈɛspiənɑdʒ
esplanade,ˌɛspɫəˈnɑd
esprit,ɛsˈpɹi
esquire,ˈɛsˌkwaɪɹ
essay,ˈɛˌseɪ
essayist,ˈɛˌseɪɪst
essence,ˈɛsəns
establishment,ɪˈstæbɫɪʃmənt
estate,ɪˈsteɪt
esteem,əˈstim
ester,ˈɛstɝ
estimate,ˈɛstəˌmeɪt
estrus,ˈɛstɹəs
estuary,ˈɛstʃuˌɛɹi
etcetera,ˈɛtˈsɛtɝə
etching,ˈɛtʃɪŋ
eternity,iˈtɝnəti
ethane,ˈɛˌθeɪn
ether,ˈiθɝ
ethernet,ˈiθɝˌnɛt
ethic,ˈɛθɪk
ethicist,ˈɛθɪsɪst
ethics,ˈɛθɪks
ethnic,ˈɛθnɪk
ethnicity,ɛθˈnɪsɪti
ethnocentrism,ˌɛθnoʊˈsɛntɹɪzəm
ethology,ɪˈθɑɫədʒi
ethos,ˈiθɑs
etiology,ˌiˌtiˈɑɫədʒi
etiquette,ˈɛtəkət
etymology,ˌɛtəˈmɑɫədʒi
eucalyptus,ˌjukəˈɫɪptəs
euchre,ˈjukɝ
eugenics,juˈdʒɛnɪks
eulogy,ˈjuɫədʒi
eunuch,ˈjunək
euphemism,ˈjufəˌmɪzəm
euphoria,juˈfɔɹiə
euro,ˈjuɹoʊ
euthanasia,ˌjuθəˈneɪʒə
evacuation,iˈvækjəˈweɪʃən
evacuee,iˈvækjui
evaluation,iˌvæɫjuˈeɪʃən
evanescence,ˌɛvəˈnɛsəns
evangelism,iˈvændʒəˌɫɪzəm
evangelist,iˈvændʒəɫɪst
evasion,iˈveɪʒən
eve,ˈiv
evening,ˈivnɪŋ
evenness,ˈivənnəs
event,iˈvɛnt
eventuality,əˌvɛntʃuˈæɫɪti
evergreen,ˈɛvɝˌɡɹin
everlasting,ˌɛvɝˈɫæstɪŋ
everyman,ˈɛvɹimən
eviction,ɪˈvɪkʃən
evidence,ˈɛvədəns
evil,ˈivəɫ
evocation,ˌivoʊˈkeɪʃən
evolution,ˌɛvəˈɫuʃən
ewe,ˈju
exacerbation,ɪɡˌzæsɝˈbeɪʃən
exaction,ɪɡˈzækʃən
exaggeration,ɪɡˌzædʒɝˈeɪʃən
examination,ɪɡˌzæməˈneɪʃən
examiner,ɪɡˈzæmənɝ
example,ɪɡˈzæmpəɫ
exasperation,ˌɛkˌsæspɝˈeɪʃən
excavation,ˌɛkskəˈveɪʃən
excavator,ˈɛkskəˌveɪtɝ
excellence,ˈɛksəɫəns
excelsior,ɪkˈsɛɫsiɝ
exception,ɪkˈsɛpʃən
excerpt,ˈɛksɝpt
excess,ˈɛkˌsɛs
exchange,ɪksˈtʃeɪndʒ
exchanger,ɪksˈtʃeɪndʒɝ
excise,ˈɛksaɪz
excitation,ˌɛksaɪˈteɪʃən
excitement,ɪkˈsaɪtmənt
exclamation,ˌɛkskɫəˈmeɪʃən
exclusion,ɪkˈskɫuʒən
exclusive,ɪkˈskɫusɪv
excommunication,ˌɛkskəmˌjunəˈkeɪʃən
excoriation,ɛkˈskɔɹiˌeɪʃən
excursion,ɪkˈskɝʒən
excuse,ɪkˈskjus
execution,ˌɛksəkˈjuʃən
executioner,ˌɛksəkˈjuʃənɝ
executive,ɪɡˈzɛkjətɪv
executor,ɪɡˈzɛkjətɝ
exemplar,ɪɡˈzɛmpɫɑɹ
exemption,ɪɡˈzɛmpʃən
exercise,ˈɛksɝˌsaɪz
exfoliation,ɛksˌfoʊɫiˈeɪʃən
exhalation,ˌɛkshəˈɫeɪʃən
exhaust,ɪɡˈzɔst
exhaustion,ɪɡˈzɔstʃən
exhibit,ɪɡˈzɪbɪt
exhibition,ˌɛksəˈbɪʃən
exhibitionist,ˌɛksəˈbɪʃənɪst
exhibitor,ɪɡˈzɪbətɝ
exhilaration,ɪɡˌzɪɫɝˈeɪʃən
exhortation,ˌɛɡˌzɔɹˈteɪʃən
exhumation,ɛksˌhjuˈmeɪʃən
exigency,ˌɛkˈsɪdʒənsi
exile,ˈɛɡˌzaɪɫ
exit,ˈɛɡzɪt
exodus,ˈɛksədəs
exon,ˌɛkˈsɔn
exorcism,ˈɛksɝˌsɪzəm
exorcist,ˈɛksɝsəst
exoskeleton,ˌɛksoʊˈskɛɫətən
expanse,ɪkˈspæns
expansion,ɪkˈspænʃən
expansionism,ɪkˈspænʃəˌnɪzəm
expectation,ˌɛkspɛkˈteɪʃən
expectorant,ɪkˈspɛktɝənt
expedience,ɪkˈspidiəns
expedient,ɪkˈspidiənt
expedition,ˌɛkspəˈdɪʃən
expending,ˌɛkˈspɛndɪŋ
expense,ɪkˈspɛns
experience,ɪkˈspɪɹiəns
experiment,ɪkˈspɛɹəmənt
experimenter,ɪkˈspɛɹəˌmɛntɝ
expert,ˈɛkspɝt
explanation,ˌɛkspɫəˈneɪʃən
explication,ˌɛkspɫəˈkeɪʃən
exploitation,ˌɛksˌpɫɔɪˈteɪʃən
exploration,ˌɛkspɫɝˈeɪʃən
explorer,ɪksˈpɫɔɹɝ
explosion,ɪksˈpɫoʊʒən
explosive,ɪksˈpɫoʊsɪv
exponent,ˈɛkˌspoʊnənt
exponential,ˌɛkspoʊˈnɛnʃəɫ
export,ˈɛkspɔɹt
exporter,ɪkˈspɔɹtɝ
exporting,ɪkˈspɔɹtɪŋ
expose,ɪkˈspoʊz
exposition,ˌɛkspəˈzɪʃən
exposure,ɪkˈspoʊʒɝ
express,ɪksˈpɹɛs
expression,ɪksˈpɹɛʃən
expressionism,ɪksˈpɹɛʃəˌnɪzəm
expressionist,ɪksˈpɹɛʃənəst
expressway,ɪksˈpɹɛsˌweɪ
expropriation,ˌɛksˌpɹoʊpɹiˈeɪʃən
extension,ɪkˈstɛnʃən
extent,ɪkˈstɛnt
extermination,ɪkˌstɝməˈneɪʃən
exterminator,ɪkˈstɝməˌneɪtɝ
external,ɪkˈstɝnəɫ
extinction,ɪkˈstɪŋkʃən
extortion,ɛkˈstɔɹʃən
extra,ˈɛkstɹə
extraction,ɛkˈstɹækʃən
extrapolation,ɛkˌstɹæpəˈɫeɪʃən
extravagance,ɛkˈstɹævəɡəns
extravaganza,ɛkˌstɹævəˈɡænzə
extreme,ɛkˈstɹim
extremism,ˌɛkˈstɹɛmɪzəm
extremist,ɛkˈstɹimɪst
extremity,ɛkˈstɹɛməti
extrovert,ˈɛkstɹəˌvɝt
extrusion,ɪkˈstɹuʒən
exuberance,ɪɡˈzubɝəns
eye,ˈaɪ
eyeball,ˈaɪˌbɔɫ
eyebrow,ˈaɪˌbɹaʊ
eyedrop,ˈaɪˌdɹɑp
eyelash,ˈaɪˌɫæʃ
eyelet,ˈaɪɫət
eyelid,ˈaɪˌɫɪd
eyeliner,ˈaɪˌɫaɪnɝ
eyepiece,ˈaɪˌpis
eyes,ˈaɪz
eyeshadow,ˈaɪˈʃædoʊ
eyesight,ˈaɪˌsaɪt
eyesore,ˈaɪˌsɔɹ
eyespot,ˈaɪˌspɑt
eyestrain,ˈaɪˌstɹeɪn
eyewitness,ˈaɪˈwɪtnəs
fable,ˈfeɪbəɫ
fabric,ˈfæbɹɪk
fabrication,ˌfæbɹɪˈkeɪʃən
facade,fəˈsɑd
face,ˈfeɪs
facer,ˈfeɪsɝ
facet,ˈfæsət
facial,ˈfeɪʃəɫ
facilitation,fəˌsɪɫəˈteɪʃən
facilitator,fəˈsɪɫəˌteɪtɝ
facility,fəˈsɪɫɪti
facing,ˈfeɪsɪŋ
facsimile,fækˈsɪməɫi
fact,ˈfækt
faction,ˈfækʃən
factoid,ˈfækˌtɔɪd
factor,ˈfæktɝ
factory,ˈfæktɝi
faculty,ˈfækəɫti
fad,ˈfæd
fade,ˈfeɪd
failing,ˈfeɪɫɪŋ
failure,ˈfeɪɫjɝ
faint,ˈfeɪnt
faintness,ˈfeɪntnəs
fair,ˈfɛɹ
fairground,ˈfɛɹˌɡɹaʊnd
fairness,ˈfɛɹnəs
fairway,ˈfɛɹˌweɪ
fairy,ˈfɛɹi
fairyland,ˈfɛɹiˌɫænd
fairytale,ˈfɛɹiˌteɪɫ
faith,ˈfeɪθ
faithful,ˈfeɪθfəɫ
fake,ˈfeɪk
falafel,fəˈɫɑfəɫ
falcon,ˈfæɫkən
falconer,ˈfæɫkənɝ
falconry,ˈfæɫkənɹi
fall,ˈfɑɫ
fallacy,ˈfæɫəsi
faller,ˈfɔɫɝ
fallibility,ˌfæɫɪˈbɪɫɪti
fallout,ˈfɔˌɫaʊt
fallow,ˈfæˌɫoʊ
falls,ˈfɔɫz
falsehood,ˈfæɫsˌhʊd
falsetto,fɔɫˈsɛˌtoʊ
falsification,ˌfæɫsəfəˈkeɪʃən
falsity,ˈfɔɫsəti
fame,ˈfeɪm
familiar,fəˈmɪɫjɝ
familiarity,fəˌmɪɫˈjɛɹəti
family,ˈfæməɫi
famine,ˈfæmən
fan,ˈfæn
fanatic,fəˈnætɪk
fanaticism,fəˈnætəˌsɪzəm
fancier,ˈfænsiɝ
fancy,ˈfænsi
fandango,fænˈdæŋˌɡoʊ
fang,ˈfæŋ
fantail,ˈfænˌteɪɫ
fantasia,fænˈteɪʒə
fantasy,ˈfænəsi
farce,ˈfɑɹs
fare,ˈfɛɹ
farewell,ˌfɛɹˈwɛɫ
farina,fɝˈinə
farm,ˈfɑɹm
farmer,ˈfɑɹmɝ
farmhand,ˈfɑɹmˌhænd
farmhouse,ˈfɑɹmˌhaʊs
farming,ˈfɑɹmɪŋ
farmland,ˈfɑɹmˌɫænd
farmstead,ˈfɑɹmˌstɛd
farmyard,ˈfɑɹmˌjɑɹd
farrier,ˈfɛɹiɝ
farrow,ˈfɛˌɹoʊ
fart,ˈfɑɹt
farthing,ˈfɑɹðɪŋ
farthingale,ˈfɑɹðɪŋˌɡeɪɫ
fascination,ˌfæsəˈneɪʃən
fascism,ˈfæˌʃɪzəm
fascist,ˈfæʃɪst
fashion,ˈfæʃən
fast,ˈfæst
fastball,ˈfæstˌbɔɫ
fastener,ˈfæsənɝ
fastening,ˈfæsənɪŋ
fastness,ˈfæstnəs
fat,ˈfæt
fatalist,ˈfeɪtəɫɪst
fatality,fəˈtæɫɪti
father,ˈfɑðɝ
fatherhood,ˈfɑðɝˌhʊd
fatherland,ˈfɑðɝˌɫænd
fathom,ˈfæðəm
fatigue,fəˈtiɡ
fatigues,fəˈtiɡz
fatwa,ˈfɑtwɑ
faucet,ˈfɔsət
fault,ˈfɔɫt
fauna,ˈfɔnə
favor,ˈfeɪvɝ
favorite,ˈfeɪvɝɪt
favoritism,ˈfeɪvɝɪˌtɪzəm
fawn,ˈfɔn
fear,ˈfɪɹ
feasibility,ˌfizəˈbɪɫəti
feast,ˈfist
feasting,ˈfistɪŋ
feather,ˈfɛðɝ
featherbedding,ˈfɛðɝˌbɛdɪŋ
featherweight,ˈfɛðɝˌweɪt
feature,ˈfitʃɝ
fecundity,fəˈkəndɪti
federalism,ˈfɛdɝəˌɫɪzəm
federalist,ˈfɛdɝəɫɪst
federation,ˌfɛdɝˈeɪʃən
fedora,fɪˈdɔɹə
fee,ˈfi
feedback,ˈfidˌbæk
feeder,ˈfidɝ
feeding,ˈfidɪŋ
feedlot,ˈfidˌɫɑt
feel,ˈfiɫ
feeling,ˈfiɫɪŋ
feelings,ˈfiɫɪŋz
feint,ˈfeɪnt
feist,ˈfaɪst
feldspar,ˈfɛɫdˌspɑɹ
felicity,fɪˈɫɪsəti
feline,ˈfiˌɫaɪn
fell,ˈfɛɫ
fellatio,fəˈɫeɪʃioʊ
fellow,ˈfɛɫoʊ
fellowship,ˈfɛɫoʊˌʃɪp
felon,ˈfɛɫən
felony,ˈfɛɫəni
felt,ˈfɛɫt
felucca,fɪˈɫəkə
female,ˈfiˌmeɪɫ
feminine,ˈfɛmənən
