abandoned,əˈbændənd
nutritional,nuˈtɹɪʃənəɫ
nutty,ˈnəti
obedient,oʊˈbidiənt
objectionable,əbˈdʒɛkʃənəbəɫ
objective,əbˈdʒɛktɪv
obligate,ˈɑbɫəˌɡeɪt
obligated,ˈɑbɫəˌɡeɪtɪd
obligatory,əˈbɫɪɡəˌtɔɹi
oblique,əˈbɫik
oblivious,əˈbɫɪviəs
oblong,ˈɑbɫɔŋ
obscene,ɑbˈsin
obscure,əbˈskjʊɹ
obsequious,əbˈsikwiəs
observant,əbˈzɝvənt
obsessed,əbˈsɛst
obsessional,əbˈsɛʃənəɫ
obsolescent,ˌɑbsəˈɫɛsənt
obstetric,əbˈstɛtɹɪk
obstreperous,əbˈstɹɛpɝəs
obstructed,əbˈstɹəktɪd
obtrusive,əbˈtɹusɪv
obtuse,ɑbˈtus
obvious,ˈɑbviəs
occidental,ˌɑksəˈdɛnəɫ
occipital,ɑkˈsɪpətəɫ
occult,əˈkəɫt
occupational,ɑkjəˈpeɪʃənəɫ
occupied,ˈɑkjəˌpaɪd
oceanic,ˌoʊʃiˈænɪk
octogenarian,ˌɑktədʒɪˈnɛɹiən
ocular,ˈɔkjuɫɝ
odd,ˈɑd
off,ˈɔf
offended,əˈfɛndəd
offending,əˈfɛndɪŋ
offensive,əˈfɛnsɪv
official,əˈfɪʃəɫ
offshore,ˈɔfˈʃɔɹ
offstage,ˈɔfˈsteɪdʒ
oiled,ˈɔɪɫd
oily,ˈɔɪɫi
old,ˈoʊɫd
olden,ˈoʊɫdən
olfactory,oʊɫˈfæktɝi
olive,ˈɑɫəv
omnibus,ˈɑmnəbəs
omnipresent,ˌɑmnɪˈpɹɛzənt
omnivorous,ɑmˈnɪvɝəs
on,ˈɑn
oncoming,ˈɔnˌkəmɪŋ
one,ˈwən
ongoing,ˈɑnˌɡoʊɪŋ
onomastic,ˌɑnəˈmæstɪk
onstage,ˌɑnˈsteɪdʒ
ontological,ˌɑntəˈɫɑdʒɪkəɫ
oozing,ˈuzɪŋ
opaque,oʊˈpeɪk
open,ˈoʊpən
opened,ˈoʊpənd
operable,ˈɑpɝəbəɫ
operatic,ˌɑpɝˈætɪk
operating,ˈɑpɝˌeɪtɪŋ
operational,ˌɑpɝˈeɪʃənəɫ
operative,ˈɑpɝətɪv
ophthalmic,ɑfˈθæɫmɪk
opinionated,əˈpɪnjəˌneɪtɪd
opponent,əˈpoʊnənt
opportune,ˌɑpɝˈtun
opposed,əˈpoʊzd
opposite,ˈɑpəzət
oppressive,əˈpɹɛsɪv
optical,ˈɑptɪkəɫ
optimistic,ˌɑptəˈmɪstɪk
optimum,ˈɑptəməm
oral,ˈɔɹəɫ
orange,ˈɔɹəndʒ
oratorical,ˌɔɹəˈtɔɹəkəɫ
orbital,ˈɔɹbətəɫ
orchestral,ɔɹˈkɛstɹəɫ
orchestrated,ˈɔɹkɪˌstɹeɪtɪd
ordained,ɔɹˈdeɪnd
ordered,ˈɔɹdɝd
orderly,ˈɔɹdɝɫi
ordinary,ˈɔɹdəˌnɛɹi
organic,ɔɹˈɡænɪk
organizational,ˌɔɹɡənəˈzeɪʃənəɫ
organized,ˈɔɹɡəˌnaɪzd
oriented,ˈɔɹiˌɛntəd
original,ɝˈɪdʒənəɫ
ornithological,ˌɔɹnɪθəˈɫɔdʒɪkəɫ
orthodontic,ˌɔɹθəˈdɑntɪk
orthodox,ˈɔɹθəˌdɑks
orthogonal,ɔɹˈθɔɡənəɫ
orthopedic,ˌɔɹθəˈpidɪk
oscillatory,ˈɑsəɫəˌtɔɹi
osmotic,ɑzˈmɑtək
ossified,ˈɑsəˌfaɪd
ostentatious,ˌɑstənˈteɪʃəs
other,ˈəðɝ
otherwise,ˈəðɝˌwaɪz
otiose,ˈoʊtiˌoʊs
out,ˈaʊt
outback,ˈaʊtˌbæk
outboard,ˈaʊtˌbɔɹd
outclassed,ˈaʊtˌkɫæst
outdoor,ˈaʊtˌdɔɹ
outgoing,ˈaʊtˌɡoʊɪŋ
outlying,ˈaʊtˌɫaɪɪŋ
outright,ˈaʊˈtɹaɪt
outside,ˈaʊtˈsaɪd
outsize,ˈaʊtˌsaɪz
outspoken,ˈaʊtˈspoʊkən
outstanding,ˌaʊtˈstændɪŋ
outstretched,aʊtˈstɹɛtʃt
ovarian,oʊˈvɛˌɹiən
ovate,ˈoʊveɪt
overambitious,ˈoʊvɝæmˌbɪʃəs
overblown,ˌoʊvɝˈbɫoʊn
overdone,ˈoʊvɝˈdən
overeager,ˈoʊvɝˌiɡɝ
overfed,ˌoʊvɝˈfɛd
overgrown,ˌoʊvɝˈɡɹoʊn
overhead,ˈoʊvɝˈhɛd
overheated,ˈoʊvɝˌhitɪd
overjoyed,ˌoʊvɝˈdʒɔɪd
overlooked,ˈoʊvɝˌɫʊkt
overlying,ˌoʊvɝˈɫaɪɪŋ
overpowering,ˈoʊvɝˈpaʊɹɪŋ
overprotective,ˌoʊvɝpɹəˈtɛktəv
overriding,ˈoʊvɝˌɹaɪdɪŋ
overripe,ˈoʊvɝˈɹaɪp
oversensitive,ˌoʊvɝˈsɛnsətɪv
overshot,ˈoʊvɝˌʃɑt
overstuffed,ˈoʊvɝˌstəft
oversubscribed,ˌoʊvɝsəbsˈkɹaɪbd
overt,ˈoʊvɝt
overturned,ˈoʊvɝˌtɝnd
oviparous,oʊˈvɪpɝəs
ovoviviparous,ˌoʊˌvoʊˌvaɪˈvɪpɝəs
own,ˈoʊn
owned,ˈoʊnd
oxidative,ˌɑksəˈdaɪtɪv
oxidized,ˈɑksəˌdaɪzd
pacific,pəˈsɪfɪk
pacifist,ˈpæsɪfɪst
packaged,ˈpækɪdʒd
packed,ˈpækt
paid,ˈpeɪd
painful,ˈpeɪnfəɫ
painless,ˈpeɪnɫəs
painted,ˈpeɪntɪd
painterly,ˈpeɪntɝɫi
paired,ˈpɛɹd
palatable,ˈpæɫətəbəɫ
palatial,pəˈɫeɪʃəɫ
palatine,ˈpæɫəˌtaɪn
pale,ˈpeɪɫ
palpable,ˈpæɫpəbəɫ
pampering,ˈpæmpɝɪŋ
pancreatic,ˌpænkɹiˈætɪk
pandemic,pænˈdɛmɪk
paneled,ˈpænəɫd
panicky,ˈpænɪki
papal,ˈpeɪpəɫ
paperback,ˈpeɪpɝˌbæk
papery,ˈpeɪpɝi
parabolic,ˌpɛɹəˈbɑɫɪk
parallel,ˈpɛɹəˌɫɛɫ
paralytic,ˌpɛɹəˈɫɪtɪk
paramagnetic,ˌpæɹəˌmæɡˈnɛtɪk
parametric,ˌpɛɹəˈmɛtɹɪk
paramilitary,ˌpɛɹəˈmɪɫəˌtɛɹi
paranoid,ˈpɛɹəˌnɔɪd
paranormal,pɛɹəˈnɔɹməɫ
paraplegic,ˌpɛɹəˈpɫɛɡɪk
parasitic,ˌpɛɹəˈsɪtɪk
parasympathetic,ˌpɛɹəˌsɪmpəˈθɛtɪk
parched,ˈpɑɹtʃt
parental,pɝˈɛntəɫ
parietal,pɝˈaɪətəɫ
parked,ˈpɑɹkt
parliamentary,ˌpɑɹɫəˈmɛnɝi
parochial,pɝˈoʊkiəɫ
parted,ˈpɑɹtɪd
partial,ˈpɑɹʃəɫ
participatory,ˌpɑɹˈtɪsəpəˌtɔɹi
particular,ˌpɑˈtɪkjəɫɝ
particulate,pɝˈtɪkjəɫət
partisan,ˈpɑɹtəzən
paschal,ˈpæʃəɫ
passable,ˈpæsəbəɫ
passing,ˈpæsɪŋ
passionate,ˈpæʃənət
passive,ˈpæsɪv
past,ˈpæst
pastel,pæˈstɛɫ
pasteurized,ˈpæstʃɝˌaɪzd
pastoral,ˈpæstɝəɫ
pat,ˈpæt
patched,ˈpætʃt
patent,ˈpætənt
paternal,pəˈtɝnəɫ
paternalistic,pəˌtɝnəˈɫɪstɪk
pathetic,pəˈθɛtɪk
pathological,ˌpæθəˈɫɑdʒɪkəɫ
patient,ˈpeɪʃənt
patriarchal,ˌpeɪtɹiˈɑɹkəɫ
patrilineal,ˌpætɹɪˈɫɪniəɫ
patriotic,ˌpeɪtɹiˈɑtɪk
patristic,pəˈtɹɪstɪk
patronized,ˈpætɹəˌnaɪzd
patronymic,ˌpætɹəˈnɪmɪk
patterned,ˈpætɝnd
paved,ˈpeɪvd
peaceable,ˈpisəbəɫ
peaceful,ˈpisfəɫ
peacekeeping,ˈpiˌskipɪŋ
peachy,ˈpitʃi
peaked,ˈpikt
pearly,ˈpɝɫi
pectic,ˈpɛktɪk
pectoral,ˈpɛktɝəɫ
peculiar,pəkˈjuɫjɝ
pedagogical,ˌpɛdəˈɡɑdʒɪkəɫ
pedal,ˈpɛdəɫ
pedestrian,pəˈdɛstɹiən
pediatric,ˌpidiˈætɹɪk
pedigree,ˈpɛdəɡɹi
pelvic,ˈpɛɫvɪk
penal,ˈpinəɫ
penciled,ˈpɛnsəɫd
penile,ˈpinaɪɫ
peninsular,pəˈnɪnsəɫɝ
penitent,ˈpɛnɪtɪnt
penitentiary,ˌpɛnɪˈtɛntʃɝi
pensive,ˈpɛnsɪv
pent,ˈpɛnt
pentecostal,ˌpɛntəˈkɔstəɫ
peopled,ˈpipəɫd
peptic,ˈpɛptɪk
perceived,pɝˈsivd
perceptible,pɝˈsɛptəbəɫ
perceptive,pɝˈsɛptɪv
perceptual,pɝˈsɛptʃəwəɫ
percussive,pɝˈkəsəv
peremptory,pɝˈɛmptɝi
perennial,pɝˈɛniəɫ
perfect,ˈpɝˌfɪkt
perfected,pɝˈfɛktɪd
perforated,ˈpɝfɝˌeɪtɪd
periodic,ˌpɪɹiˈɑdɪk
peripatetic,ˌpɛɹəpəˈtɛtɪk
peripheral,pɝˈɪfɝəɫ
perishable,ˈpɛɹɪʃəbəɫ
peritoneal,ˌpɛɹitoʊˈniəɫ
permanent,ˈpɝmənənt
permeable,ˈpɝˌmiəbəɫ
permissible,pɝˈmɪsəbəɫ
permissive,pɝˈmɪsɪv
perpendicular,ˌpɝpənˈdɪkjəɫɝ
perplexed,pɝˈpɫɛkst
persistent,pɝˈsɪstənt
personable,ˈpɝsənəbəɫ
personal,ˈpɝsɪnəɫ
personalized,ˈpɝsənəˌɫaɪzd
persuasive,pɝˈsweɪsɪv
pertinent,ˈpɝtɪnɪnt
perverse,pɝˈvɝs
pessimistic,ˌpɛsəˈmɪstɪk
petrified,ˈpɛtɹəˌfaɪd
petty,ˈpɛˌti
phallic,ˈfæɫɪk
phantom,ˈfænəm
pharmaceutical,ˌfɑɹməˈsutɪkəɫ
pharmacological,ˌfɑɹməkəˈɫɑdʒɪkəɫ
phenomenal,fəˈnɑmənəɫ
philanthropic,ˌfɪɫənˈθɹɑpɪk
philatelic,fɪɫəˈtɛɫək
philharmonic,ˌfɪɫˌhɑɹˈmɑnɪk
philosophic,ˌfɪɫəˈsɑfɪk
phobic,ˈfoʊbɪk
phonemic,fəˈnimɪk
phonetic,fəˈnɛtɪk
phonic,ˈfɑnɪk
phonological,ˌfoʊnəˈɫɑdʒɪkəɫ
phosphorous,ˈfɑsfɝəs
photochemical,ˌfoʊtoʊˈkɛməkəɫ
photoconductive,ˌfoʊtoʊkənˈdəktɪv
photoelectric,ˌfoʊtoʊɪˈɫɛktɹɪk
photogenic,ˌfoʊtəˈdʒɛnɪk
photographic,ˌfoʊtəˈɡɹæfɪk
photovoltaic,ˌfoʊtəˌvoʊɫˈteɪɪk
physical,ˈfɪzɪkəɫ
physiologic,ˌfɪziəˈɫɑdʒɪk
physiological,ˌfɪziəˈɫɑdʒɪkəɫ
piano,piˈænə
picaresque,ˌpɪkəˈɹɛsk
pictorial,pɪkˈtɔɹiəɫ
picturesque,ˈpɪktʃɝəsk
pierced,ˈpɪɹst
piezoelectric,ˌpaɪəˌzoʊəˈɫɛktɹɪk
pilar,ˈpaɪɫɝ
pillared,ˈpɪɫɝd
pilotless,ˈpaɪɫətɫəs
pinched,ˈpɪntʃt
pineal,ˌpaɪˈniəɫ
pink,ˈpɪŋk
pinstriped,ˈpɪnˌstɹaɪpt
pious,ˈpaɪəs
piquant,ˈpikənt
pitched,ˈpɪtʃt
pithy,ˈpɪθi
pitiless,ˈpɪtiɫəs
pituitary,pəˈtuəˌtɛɹi
pitying,ˈpɪtiɪŋ
pivotal,ˈpɪvətəɫ
placed,ˈpɫeɪst
placid,ˈpɫæsəd
placoid,ˈpɫækɔɪd
plain,ˈpɫeɪn
planar,ˈpɫeɪnɝ
planetary,ˈpɫænəˌtɛɹi
planktonic,pɫæŋkˈtɑnɪk
planned,ˈpɫænd
planted,ˈpɫæntɪd
plastered,ˈpɫæstɝd
plastic,ˈpɫæstɪk
platonic,pɫəˈtɑnɪk
plausible,ˈpɫɔzəbəɫ
played,ˈpɫeɪd
playful,ˈpɫeɪfəɫ
pleasant,ˈpɫɛzənt
pleased,ˈpɫizd
pleasing,ˈpɫizɪŋ
pledged,ˈpɫɛdʒd
plenary,ˈpɫɛnɝi
plentiful,ˈpɫɛnəfəɫ
pleomorphic,ˌpɫiəˈmɔfɪk
pleural,ˈpɫʊɹəɫ
plowed,ˈpɫaʊd
plugged,ˈpɫəɡd
plumb,ˈpɫəm
plundering,ˈpɫəndɝɪŋ
plural,ˈpɫʊɹəɫ
pluralistic,ˌpɫʊɹəˈɫɪstɪk
plus,ˈpɫəs
pneumatic,nuˈmætɪk
pneumonic,nuˈmɑnɪk
pocked,ˈpɑkt
poetic,poʊˈɛtɪk
poignant,ˈpɔɪnjənt
pointed,ˈpɔɪnəd
pointless,ˈpɔɪntɫəs
poisonous,ˈpɔɪzənəs
polar,ˈpoʊɫɝ
polemic,pəˈɫɛmɪk
polished,ˈpɑɫɪʃt
polite,pəˈɫaɪt
politic,ˈpɑɫəˌtɪk
political,pəˈɫɪtəkəɫ
polyandrous,ˌpɑˌɫiˈændɹəs
polygamous,pəˈɫɪɡəməs
polyglot,ˌpɑˌɫiɡɫɑt
polygonal,pəˈɫɪɡənəɫ
polygynous,pəˈɫɪdʒənəs
polymorphic,ˌpɑˌɫiˈmɔɹfɪk
polynomial,ˌpɑˌɫiˈnoʊmiəɫ
polyphonic,ˌpɑˌɫɪˈfɑnɪk
polysyllabic,ˌpɑˌɫisɪˈɫæbɪk
polytheistic,ˌpɑˌɫiθiˈɪstɪk
pompous,ˈpɑmpəs
ponderous,ˈpɑndɝəs
poor,ˈpuɹ
popular,ˈpɑpjəɫɝ
populated,ˈpɑpjəˌɫeɪtɪd
populous,ˈpɑpjəɫəs
pornographic,ˌpɔɹnəˈɡɹæfɪk
porous,ˈpɔɹəs
porphyritic,ˌpɔɹfɝˈɪtɪk
port,ˈpɔɹt
portable,ˈpɔɹtəbəɫ
portentous,pɔɹˈtɛntəs
posed,ˈpoʊzd
positive,ˈpɑzətɪv
possessive,pəˈzɛsɪv
possible,ˈpɑsəbəɫ
postal,ˈpoʊstəɫ
postdoctoral,ˌpoʊstˈdɑkˌtɝəɫ
posted,ˈpoʊstɪd
posterior,ˌpɔˈstɪɹjɝ
posthumous,ˈpɑstʃʊməs
postmortem,ˌpoʊstˈmɔɹtɛm
postnatal,ˌpoʊstˈneɪtəɫ
postoperative,ˌpoʊˈstɔpəɹətɪv
postwar,ˈpoʊstˈwɔɹ
potent,ˈpoʊtənt
potential,pəˈtɛnʃəɫ
potted,ˈpɑtɪd
potty,ˈpɑti
powdered,ˈpaʊdɝd
powdery,ˈpaʊdɝi
powered,ˈpaʊɝd
powerful,ˈpaʊɝfəɫ
powerless,ˈpaʊɝɫəs
practical,ˈpɹæktəkəɫ
praetorian,pɹiˈtɔɹiən
pragmatic,pɹæɡˈmætɪk
prayerful,ˈpɹeɪɝfəɫ
preachy,ˈpɹitʃi
prearranged,ˌpɹiɝˈeɪndʒd
precancerous,pɹiˈkænsɝəs
precarious,pɹiˈkɛɹiəs
precast,pɹiˈkæst
precautionary,pɹɪˈkɔʃənɛɹi
precedent,ˈpɹɛsɪdənt
preceding,pɹiˈsidɪŋ
precious,ˈpɹɛʃəs
precipitating,pɹɪˈsɪpəˌteɪtɪŋ
precise,pɹiˈsaɪs
precocious,pɹiˈkoʊʃəs
preconceived,ˌpɹikənˈsivd
precooked,pɹiˈkʊkt
predaceous,pɹiˈdeɪʃəs
predatory,ˈpɹɛdəˌtɔɹi
predictable,pɹiˈdɪktəbəɫ
predictive,pɹiˈdɪktɪv
predisposed,ˌpɹidɪˈspoʊzd
preemptive,pɹiˈɛmptɪv
prefab,ˈpɹiˈfæb
prefectural,pɹiˈfɛktʃɝəɫ
preferable,ˈpɹɛfɝəbəɫ
prefrontal,pɹiˈfɹəntəɫ
pregnant,ˈpɹɛɡnənt
prehistoric,ˌpɹihɪˈstɔɹɪk
prejudiced,ˈpɹɛdʒədəst
prejudicial,ˌpɹɛdʒəˈdɪʃəɫ
premature,ˌpɹiməˈtʃʊɹ
premeditated,pɹiˈmɛdəˌteɪtɪd
premium,ˈpɹimiəm
prenatal,pɹiˈneɪtəɫ
prenuptial,pɹiˈnəpʃəɫ
preoperative,ˌpɹiˈɔpəɹətɪv
prepackaged,pɹiˈpækədʒd
preparatory,ˈpɹɛpɹəˌtɔɹi
prepared,pɹiˈpɛɹd
prerecorded,ˌpɹiɹiˈkɔɹdɪd
prescient,ˈpɹɛsiənt
prescribed,pɹisˈkɹaɪbd
prescription,pɹəsˈkɹɪpʃən
present,ˈpɹɛzənt
presentable,pɹəˈzɛntəbəɫ
preservative,pɹiˈzɝvətɪv
preserved,pɹəˈzɝvd
preset,pɹiˈsɛt
presidential,ˌpɹɛzəˈdɛnʃəɫ
pressed,ˈpɹɛst
pressing,ˈpɹɛsɪŋ
prestigious,pɝˈstidʒəs
presumptive,pɹiˈzəmptɪv
preteen,ˌpɹiˈtin
pretentious,pɹiˈtɛnʃəs
pretty,ˈpɹɪti
preventable,pɹiˈvɛntəbəɫ
preventive,pɹiˈvɛnɪv
previous,ˈpɹiviəs
prewar,pɹiˈwɔɹ
priestly,ˈpɹistɫi
primary,ˈpɹaɪˌmɛɹi
prime,ˈpɹaɪm
primitive,ˈpɹɪmətɪv
primo,ˈpɹiˌmoʊ
princely,ˈpɹɪnsɫi
principled,ˈpɹɪnsəpəɫd
printable,ˈpɹɪntəbəɫ
prismatic,pɹɪzˈmætɪk
pristine,ˈpɹɪstin
private,ˈpɹaɪvət
privileged,ˈpɹɪvɪɫədʒd
privy,ˈpɹɪvi
pro,ˈpɹoʊ
proactive,ˌpɹoʊˈæktɪv
probabilistic,ˌpɹɑbəbɪˈɫɪstək
probable,ˈpɹɑbəbəɫ
probationary,pɹoʊˈbeɪʃəˌnɛˌɹi
probative,pɹoʊˈbeɪtɪv
procedural,pɹəˈsidʒɝəɫ
processed,ˈpɹɑsɛst
processional,pɹəˈsɛʃənəɫ
productive,pɝˈdəktɪv
profane,pɹoʊˈfeɪn
professed,pɹəˈfɛst
professional,pɹəˈfɛʃənəɫ
professorial,ˌpɹoʊfəˈsɔɹiəɫ
profitable,ˈpɹɑfətəbəɫ
profound,pɹoʊˈfaʊnd
progressive,pɹəˈɡɹɛsɪv
prohibitive,pɹoʊˈhɪbətɪv
projected,pɹəˈdʒɛktəd
projectile,pɹəˈdʒɛktaɪɫ
proletarian,ˌpɹoʊɫəˈtɛɹiən
prolonged,pɹəˈɫɔŋd
promiscuous,ˈpɹoʊmɪskwəs
promised,ˈpɹɑməst
promising,ˈpɹɑməsɪŋ
promissory,ˈpɹɑməˌsɔɹi
promotional,pɝˈmoʊʃənəɫ
prompt,ˈpɹɑmpt
promulgated,ˈpɹɑməɫˌɡeɪtɪd
prone,ˈpɹoʊn
pronged,ˈpɹɔŋd
proof,ˈpɹuf
proofed,ˈpɹuft
propagandist,ˌpɹɑpəˈɡændəst
propellant,pɹəˈpɛɫənt
proper,ˈpɹɑpɝ
prophetic,pɹəˈfɛtɪk
propitious,pɹəˈpɪʃəs
proportional,pɹəˈpɔɹʃənəɫ
prospective,pɹəˈspɛktɪv
prostate,ˈpɹɑˌsteɪt
prosthetic,pɹɑsˈθɛtɪk
protean,ˈpɹoʊtiən
protected,pɹəˈtɛktɪd
protective,pɹəˈtɛktɪv
proteinaceous,ˌpɹoʊtɪˈneɪʃəs
protesting,ˈpɹoʊˌtɛstɪŋ
proto,ˈpɹoʊtə
proud,ˈpɹaʊd
proved,ˈpɹuvd
proverbial,pɹəˈvɝbiəɫ
provident,ˈpɹɑvɪdənt
providential,ˌpɹɑvəˈdɛnʃəɫ
provincial,pɹəˈvɪnʃəɫ
provocative,pɹoʊˈvɑkətɪv
proximal,ˈpɹɑksəməɫ
proximate,ˈpɹɑksəmət
prudent,ˈpɹudənt
prudential,pɹuˈdɛnʃəɫ
pseudoscientific,ˌsudoʊˌsaɪənˈtɪfɪk
psychedelic,ˌsaɪkəˈdɛɫɪk
psychiatric,ˌsaɪkiˈætɹɪk
psychic,ˈsaɪkɪk
psychogenic,ˌsaɪkoʊˈdʒɛnɪk
psychological,ˌsaɪkəˈɫɑdʒɪkəɫ
psychopathic,ˌsaɪkəˈpæθɪk
psychosomatic,saɪˌkoʊsəˈmætɪk
psychotherapeutic,ˌsaɪkoʊˌθɛɹəpˈjutɪk
psychotic,ˌsaɪˈkɑtɪk
pubic,ˈpjubɪk
public,ˈpəbɫɪk
publicized,ˈpəbɫɪˌsaɪzd
published,ˈpəbɫɪʃt
puerile,pjuˈɹiɫ
puff,ˈpəf
pugilistic,ˌpjudʒəˈɫɪstɪk
pugnacious,pəɡˈnæʃɪs
punctual,ˈpəŋktʃuəɫ
pungent,ˈpəndʒənt
punishable,ˈpənɪʃəbəɫ
punished,ˈpənɪʃt
punishing,ˈpənɪʃɪŋ
punitive,ˈpjunətɪv
puny,ˈpjuni
pure,ˈpjʊɹ
purebred,ˈpjʊɹˈbɹɛd
purifying,ˈpjʊɹəˌfaɪɪŋ
puritanical,ˌpjʊɹəˈtænɪkəɫ
purple,ˈpɝpəɫ
purposeful,ˈpɝpəsfəɫ
purposeless,ˈpɝpəsɫəs
pursued,pɝˈsud
pursuing,pɝˈsuɪŋ
pusillanimous,pjusəˈɫænəməs
putative,ˈpjutətɪv
putrid,ˈpjutɹɪd
pyramidal,pɝˈæmədəɫ
pyrotechnic,ˌpaɪɹoʊˈtɛknɪk
pyrrhic,ˈpɪɹɪk
quack,ˈkwæk
quadratic,kwɑˈdɹɑtɪk
quadruple,kwɑˈdɹupəɫ
qualified,ˈkwɑɫəˌfaɪd
qualitative,ˈkwɑɫəˌteɪtɪv
quality,ˈkwɑɫəti
quantifiable,ˌkwɑntɪˈfaɪəbɛɫ
quantitative,ˈkwɑntɪˌteɪtɪv
quarrelsome,ˈkwɔɹəɫsəm
quarterly,ˈkwɔɹtɝɫi
quasi,ˈkwɑsi
quavering,ˈkweɪvɝɪŋ
quelled,ˈkwɛɫd
questionable,ˈkwɛstʃənəbəɫ
questioning,ˈkwɛstʃənɪŋ
quick,ˈkwɪk
quiescent,kwaɪˈɛsənt
quiet,ˈkwaɪət
quilted,ˈkwɪɫtɪd
quintessential,ˌkwɪntɪˈsɛnʃəɫ
quintuple,ˈkwɪntupəɫ
quixotic,kwɪkˈsɑtɪk
quotable,ˈkwoʊtəbəɫ
rabbinical,ɹəˈbɪnɪkəɫ
rabid,ˈɹæbɪd
racial,ˈɹeɪʃəɫ
racist,ˈɹeɪsɪst
racking,ˈɹækɪŋ
racy,ˈɹeɪsi
radial,ˈɹeɪdiəɫ
radiating,ˈɹeɪdiˌeɪtɪŋ
radical,ˈɹædəkəɫ
radio,ˈɹeɪdiˌoʊ
radioactive,ˌɹeɪdioʊˈæktɪv
radiographic,ˌɹeɪdiˌoʊˈɡɹɑfɪk
radiological,ˌɹeɪdiəˈɫɑdʒɪkəɫ
ragged,ˈɹæɡəd
raging,ˈɹeɪdʒɪŋ
raining,ˈɹeɪnɪŋ
raised,ˈɹeɪzd
raising,ˈɹeɪzɪŋ
rampant,ˈɹæmpənt
rancorous,ˈɹæŋkɝəs
random,ˈɹændəm
randomized,ˈɹændəˌmaɪzd
ranging,ˈɹeɪndʒɪŋ
rangy,ˈɹeɪndʒi
rank,ˈɹæŋk
ranking,ˈɹæŋkɪŋ
rapacious,ɹəˈpæʃɪs
raptorial,ˌɹæpˈtɔɹiəɫ
rare,ˈɹɛɹ
rash,ˈɹæʃ
ratified,ˈɹætəˌfaɪd
rational,ˈɹæʃənəɫ
rationed,ˈɹæʃənd
ratty,ˈɹæti
raucous,ˈɹɔkəs
raunchy,ˈɹɔntʃi
ravaging,ˈɹævɪdʒɪŋ
ravishing,ˈɹævɪʃɪŋ
raw,ˈɹɑ
razorback,ˈɹeɪzɝˌbæk
reactionary,ɹiˈækʃəˌnɛɹi
reactive,ɹiˈæktɪv
ready,ˈɹɛdi
real,ˈɹiɫ
realistic,ˌɹiəˈɫɪstɪk
realizable,ˌɹiəˈɫaɪzəbəɫ
rear,ˈɹɪɹ
reasonable,ˈɹizənəbəɫ
reasoned,ˈɹizənd
reassured,ˌɹiəˈʃʊɹd
reassuring,ˌɹiəˈʃʊɹɪŋ
rebellious,ɹəˈbɛɫjəs
recalcitrant,ɹɪˈkæɫsɪtɹənt
receding,ɹiˈsidɪŋ
receivable,ɹɪˈsivəbəɫ
recent,ˈɹisənt
receptive,ɹiˈsɛptɪv
recessed,ˈɹiˈsɛst
recessionary,ɹiˈsɛʃəˌnɛɹi
recessive,ɹəˈsɛsɪv
rechargeable,ɹiˈtʃɑɹdʒəbəɫ
reciprocal,ɹɪˈsɪpɹəkəɫ
reciprocating,ɹɪˈsɪpɹəˌkeɪtɪŋ
recognizable,ˌɹɛkəɡˈnaɪzəbəɫ
recognized,ˈɹɛkəɡˌnaɪzd
recommended,ˌɹɛkəˈmɛndɪd
reconciled,ˈɹɛkənˌsaɪɫd
reconstructed,ˌɹikənˈstɹəktɪd
reconstructive,ˌɹikənˈstɹəktɪv
recorded,ɹəˈkɔɹdɪd
recoverable,ɹɪˈkəvɝəbəɫ
recovered,ɹəˈkəvɝd
recreational,ˌɹɛkɹiˈeɪʃənəɫ
rectal,ˈɹɛktəɫ
rectangular,ɹɛkˈtæŋɡjəɫɝ
rectified,ˈɹɛktəˌfaɪd
recuperative,ɹɪˈkupɝətɪv
recursive,ˌɹiˈkɝsɪv
red,ˈɹɛd
redeemable,ɹɪˈdiməbəɫ
redemptive,ɹɪˈdɛmptɪv
redheaded,ˈɹɛdˌhɛdɪd
reduced,ɹəˈdust
redux,ˈɹiˌdəks
reedy,ˈɹidi
reeking,ˈɹikɪŋ
referenced,ˈɹɛfɝənst
refined,ɹəˈfaɪnd
reflected,ɹɪˈfɫɛktɪd
reflecting,ɹɪˈfɫɛktɪŋ
reflective,ɹɪˈfɫɛktɪv
reflexive,ɹəˈfɫɛksɪv
reformed,ɹɪˈfɔɹmd
refractive,ɹəˈfɹæktɪv
refractory,ɹəˈfɹæktɝi
refrigerant,ɹɪˈfɹɪdʒɝənt
refrigerated,ɹɪˈfɹɪdʒɝˌeɪtɪd
regenerate,ɹiˈdʒɛnɝˌeɪt
regent,ˈɹidʒənt
regimental,ˌɹɛdʒəˈmɛntəɫ
regimented,ˈɹɛdʒəˌmɛntɪd
regional,ˈɹidʒənəɫ
registered,ˈɹɛdʒɪstɝd
regressive,ɹəˈɡɹɛsɪv
regretful,ɹɪˈɡɹɛtfəɫ
regular,ˈɹeɪɡjəɫɝ
regulated,ˈɹɛɡjəˌɫeɪtɪd
regulation,ˌɹɛɡjəˈɫeɪʃən
regulative,ˈɹɛɡjəˌɫeɪtɪv
rehabilitative,ˌɹiəˈbɪɫəˌteɪtɪv
reincarnate,ˌɹiɪnˈkɑɹˌneɪt
reinforced,ˌɹiɪnˈfɔɹst
related,ˌɹiˈɫeɪtɪd
relational,ɹiˈɫeɪʃənəɫ
relative,ˈɹɛɫətɪv
